json_data,list-card-link href,list-card-addr,list-card-type,list-card-price,list-card-details,list-card-label,list-card-details 2,list-card-label 2,list-card-details 3,list-card-label 3,list-card-variable-text,list-card-link src,list-card-save-content,list-card-truncate
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""9833 64th Ave Apt 6j, Rego Park, NY 11374"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""141,920""},""numberOfRooms"":0,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""9833 64th Ave APT 6J"",""addressLocality"":""Rego Park"",""addressRegion"":""NY"",""postalCode"":""11374""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.73029,""longitude"":-73.8585},""url"":""/homedetails/9833-64th-Ave-APT-6J-Rego-Park-NY-11374/245455856_zpid/""}",https://www.zillow.com/homedetails/9833-64th-Ave-APT-6J-Rego-Park-NY-11374/245455856_zpid/,"9833 64th Ave APT 6J, Rego Park, NY 11374",Apartment for rent,"$1,550/mo",Studio,ba,1,sqft,"141,920",,149 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Douglas Elliman
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""Utopia Pkwy, Fresh Meadows, NY 11366"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":4,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""Utopia Pkwy"",""addressLocality"":""Fresh Meadows"",""addressRegion"":""NY"",""postalCode"":""11366""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.725341,""longitude"":-73.793327},""url"":""/homedetails/Utopia-Pkwy-Fresh-Meadows-NY-11366/2128484953_zpid/""}",https://www.zillow.com/homedetails/Utopia-Pkwy-Fresh-Meadows-NY-11366/2128484953_zpid/,"Utopia Pkwy, Fresh Meadows, NY 11366",House for rent,"$3,600/mo",4,bds,2,ba,--,sqft,151 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Storm Living
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""77th Rd, Fresh Meadows, NY 11366"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":4,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""77th Rd"",""addressLocality"":""Fresh Meadows"",""addressRegion"":""NY"",""postalCode"":""11366""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72319,""longitude"":-73.80216},""url"":""/homedetails/77th-Rd-Fresh-Meadows-NY-11366/2084782730_zpid/""}",https://www.zillow.com/homedetails/77th-Rd-Fresh-Meadows-NY-11366/2084782730_zpid/,"77th Rd, Fresh Meadows, NY 11366",Apartment for rent,"$3,000/mo",4,bds,2,ba,--,sqft,152 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,SE Realty Group LLC
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""57th Ave, Corona, NY 11368"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""57th Ave"",""addressLocality"":""Corona"",""addressRegion"":""NY"",""postalCode"":""11368""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.73768,""longitude"":-73.8623},""url"":""/homedetails/57th-Ave-Corona-NY-11368/2084921837_zpid/""}",https://www.zillow.com/homedetails/57th-Ave-Corona-NY-11368/2084921837_zpid/,"57th Ave, Corona, NY 11368",Apartment for rent,"$2,380/mo",2,bds,1,ba,--,sqft,162 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Highline Residential
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""82nd Ave, Jamaica, NY 11432"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""82nd Ave"",""addressLocality"":""Jamaica"",""addressRegion"":""NY"",""postalCode"":""11432""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72014,""longitude"":-73.79295},""url"":""/homedetails/82nd-Ave-Jamaica-NY-11432/2084929176_zpid/""}",https://www.zillow.com/homedetails/82nd-Ave-Jamaica-NY-11432/2084929176_zpid/,"82nd Ave, Jamaica, NY 11432",House for rent,"$2,050/mo",2,bds,1,ba,--,sqft,163 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Storm Living
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""166th St, Jamaica, NY 11432"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""166th St"",""addressLocality"":""Jamaica"",""addressRegion"":""NY"",""postalCode"":""11432""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72115,""longitude"":-73.8014},""url"":""/homedetails/166th-St-Jamaica-NY-11432/2089517280_zpid/""}",https://www.zillow.com/homedetails/166th-St-Jamaica-NY-11432/2089517280_zpid/,"166th St, Jamaica, NY 11432",Apartment for rent,"$2,150/mo",3,bds,1,ba,--,sqft,163 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Storm Living
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7509 177th St, Flushing, NY 11366"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,000""},""numberOfRooms"":4,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7509 177th St"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11366""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72838,""longitude"":-73.791532},""url"":""/homedetails/7509-177th-St-Flushing-NY-11366/32079377_zpid/""}",https://www.zillow.com/homedetails/7509-177th-St-Flushing-NY-11366/32079377_zpid/,"7509 177th St, Flushing, NY 11366",House for rent,"$4,000/mo",4,bds,2.5,ba,"1,000",sqft,164 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,WINZONE REALTY INC
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5008 111th St, Flushing, NY 11368"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,496""},""numberOfRooms"":8,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5008 111th St"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11368""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.745122,""longitude"":-73.852816},""url"":""/homedetails/5008-111th-St-Flushing-NY-11368/31976350_zpid/""}",https://www.zillow.com/homedetails/5008-111th-St-Flushing-NY-11368/31976350_zpid/,"5008 111th St, Flushing, NY 11368",House for rent,"$5,500/mo",8,bds,--,ba,"1,496",sqft,164 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Lucksky Brothers Realty
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""13538 78th Ave # 1, Flushing, NY 11367"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""700""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""13538 78th Ave # 1"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11367""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.719748,""longitude"":-73.823918},""url"":""/homedetails/13538-78th-Ave-1-Flushing-NY-11367/2091848547_zpid/""}",https://www.zillow.com/homedetails/13538-78th-Ave-1-Flushing-NY-11367/2091848547_zpid/,"13538 78th Ave # 1, Flushing, NY 11367",Apartment for rent,"$1,800/mo",1,bd,1,ba,700,sqft,167 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Realty Depot
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5929 157th St, Flushing, NY 11355"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,216""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5929 157th St"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11355""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.739727,""longitude"":-73.810987},""url"":""/homedetails/5929-157th-St-Flushing-NY-11355/32071025_zpid/""}",https://www.zillow.com/homedetails/5929-157th-St-Flushing-NY-11355/32071025_zpid/,"5929 157th St, Flushing, NY 11355",House for rent,"$2,400/mo",3,bds,2,ba,"1,216",sqft,170 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Apple Realty Group Corp
,"https://www.zillow.com/b/17525-74th-Ave-Fresh-Meadows-NY/40.729418,-73.793876_ll/","17525 74th Ave, Fresh Meadows, NY",For Rent,,"$2,500",2 bds,"$3,200",3 bds,,,171 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7307 153rd St # 2h, Flushing, NY 11367"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7307 153rd St # 2H"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11367""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.726552,""longitude"":-73.813039},""url"":""/homedetails/7307-153rd-St-2H-Flushing-NY-11367/2085092588_zpid/""}",https://www.zillow.com/homedetails/7307-153rd-St-2H-Flushing-NY-11367/2085092588_zpid/,"7307 153rd St # 2H, Flushing, NY 11367",Apartment for rent,"$1,850/mo",1,bd,1,ba,--,sqft,172 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""165th St, Fresh Meadows, NY 11365"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":5,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""165th St"",""addressLocality"":""Fresh Meadows"",""addressRegion"":""NY"",""postalCode"":""11365""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.73916,""longitude"":-73.79394},""url"":""/homedetails/165th-St-Fresh-Meadows-NY-11365/2085125792_zpid/""}",https://www.zillow.com/homedetails/165th-St-Fresh-Meadows-NY-11365/2085125792_zpid/,"165th St, Fresh Meadows, NY 11365",House for rent,"$3,200/mo",5,bds,2,ba,--,sqft,173 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Area New York
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""166th St, Fresh Meadows, NY 11366"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":4,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""166th St"",""addressLocality"":""Fresh Meadows"",""addressRegion"":""NY"",""postalCode"":""11366""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72319,""longitude"":-73.80216},""url"":""/homedetails/166th-St-Fresh-Meadows-NY-11366/2090153801_zpid/""}",https://www.zillow.com/homedetails/166th-St-Fresh-Meadows-NY-11366/2090153801_zpid/,"166th St, Fresh Meadows, NY 11366",Apartment for rent,"$2,900/mo",4,bds,1,ba,--,sqft,177 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Storm Living
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""13761 Juniper Ave, Flushing, NY 11355"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""950""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""13761 Juniper Ave"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11355""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.750046,""longitude"":-73.819723},""url"":""/homedetails/13761-Juniper-Ave-Flushing-NY-11355/32041342_zpid/""}",https://www.zillow.com/homedetails/13761-Juniper-Ave-Flushing-NY-11355/32041342_zpid/,"13761 Juniper Ave, Flushing, NY 11355",House for rent,"$2,200/mo",2,bds,2,ba,950,sqft,177 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Charles Rutenberg Realty Inc
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""Union Tpke, Fresh Meadows, NY 11366"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""Union Tpke"",""addressLocality"":""Fresh Meadows"",""addressRegion"":""NY"",""postalCode"":""11366""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.7216,""longitude"":-73.79962},""url"":""/homedetails/Union-Tpke-Fresh-Meadows-NY-11366/2089050067_zpid/""}",https://www.zillow.com/homedetails/Union-Tpke-Fresh-Meadows-NY-11366/2089050067_zpid/,"Union Tpke, Fresh Meadows, NY 11366",Apartment for rent,"$2,475/mo",3,bds,1,ba,--,sqft,179 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Storm Living
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""13509 40th Rd # 9c, Flushing, NY 11354"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""13509 40th Rd # 9C"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11354""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.751231,""longitude"":-73.821362},""url"":""/homedetails/13509-40th-Rd-9C-Flushing-NY-11354/2085205211_zpid/""}",https://www.zillow.com/homedetails/13509-40th-Rd-9C-Flushing-NY-11354/2085205211_zpid/,"13509 40th Rd # 9C, Flushing, NY 11354",Apartment for rent,"$2,750/mo",2,bds,2,ba,--,sqft,179 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Winzone Realty Inc
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""14740 73rd Ave # 3b, Flushing, NY 11367"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""720""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""14740 73rd Ave # 3B"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11367""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.725394,""longitude"":-73.816908},""url"":""/homedetails/14740-73rd-Ave-3B-Flushing-NY-11367/2088585185_zpid/""}",https://www.zillow.com/homedetails/14740-73rd-Ave-3B-Flushing-NY-11367/2088585185_zpid/,"14740 73rd Ave # 3B, Flushing, NY 11367",Apartment for rent,"$1,825/mo",1,bd,1,ba,720,sqft,179 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""15315 75th Ave # 3h, Kew Garden Hl, NY 11367"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""800""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""15315 75th Ave # 3H"",""addressLocality"":""Kew Garden Hl"",""addressRegion"":""NY"",""postalCode"":""11367""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.726307,""longitude"":-73.812677},""url"":""/homedetails/15315-75th-Ave-3H-Kew-Garden-Hl-NY-11367/2085259208_zpid/""}",https://www.zillow.com/homedetails/15315-75th-Ave-3H-Kew-Garden-Hl-NY-11367/2085259208_zpid/,"15315 75th Ave # 3H, Kew Garden Hl, NY 11367",Apartment for rent,"$1,850/mo",1,bd,1,ba,800,sqft,182 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""Tulane, Flushing, NY 11355"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""900""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""Tulane"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11355""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.750428,""longitude"":-73.822444},""url"":""/homedetails/Tulane-Flushing-NY-11355/2100545898_zpid/""}",https://www.zillow.com/homedetails/4515-Colden-St-Flushing-NY-11355/2100545898_zpid/,"4515 Colden St, Flushing, NY 11355",Apartment for rent,"$2,350/mo",2,bds,2,ba,900,sqft,183 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Contact Realty
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""41st Ave, Flushing, NY 11368"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,700""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""41st Ave"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11368""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.75012,""longitude"":-73.86076},""url"":""/homedetails/41st-Ave-Flushing-NY-11368/2085284076_zpid/""}",https://www.zillow.com/homedetails/41st-Ave-Flushing-NY-11368/2085284076_zpid/,"41st Ave, Flushing, NY 11368",Apartment for rent,"$3,300/mo",3,bds,--,ba,"1,700",sqft,184 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,CORE Realty Success
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""11041 62nd Dr # 2, Forest Hills, NY 11375"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,000""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""11041 62nd Dr # 2"",""addressLocality"":""Forest Hills"",""addressRegion"":""NY"",""postalCode"":""11375""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.737249,""longitude"":-73.847803},""url"":""/homedetails/11041-62nd-Dr-2-Forest-Hills-NY-11375/2085804775_zpid/""}",https://www.zillow.com/homedetails/11041-62nd-Dr-2-Forest-Hills-NY-11375/2085804775_zpid/,"11041 62nd Dr # 2, Forest Hills, NY 11375",Apartment for rent,"$2,249/mo",3,bds,1,ba,"1,000",sqft,195 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Metro Garden Realty NYC
